InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
545060,10080,SAVING ACCOUNT,2,2/27/11 13:47,0.85,15547,United Kingdom
565618,10080,SAVING ACCOUNT,12,9/5/11 15:40,0.39,15974,United Kingdom
567200,10080,SAVING ACCOUNT,12,9/19/11 10:15,0.39,16460,United Kingdom
561925,10080,SAVING ACCOUNT,12,8/1/11 12:28,0.39,16551,United Kingdom
574036,10080,SAVING ACCOUNT,24,11/2/11 12:46,0.39,16607,United Kingdom
577773,10080,SAVING ACCOUNT,1,11/21/11 15:57,0.39,16712,United Kingdom
577300,10080,SAVING ACCOUNT,4,11/18/11 12:53,0.39,16924,United Kingdom
577801,10080,SAVING ACCOUNT,26,11/21/11 17:04,0.39,17629,United Kingdom
572569,10080,SAVING ACCOUNT,2,10/25/11 10:32,0.39,17870,United Kingdom
571046,10080,SAVING ACCOUNT,3,10/13/11 13:35,0.39,18096,United Kingdom
574501,10120,PLANTINUM CREDIT CARD,10,11/4/11 13:15,0.21,12577,France
574470,10120,PLANTINUM CREDIT CARD,5,11/4/11 11:56,0.21,12748,United Kingdom
574049,10120,PLANTINUM CREDIT CARD,1,11/2/11 13:40,0.21,13316,United Kingdom
567462,10120,PLANTINUM CREDIT CARD,1,9/20/11 12:35,0.21,14446,United Kingdom
568517,10120,PLANTINUM CREDIT CARD,5,9/27/11 12:52,0.21,14456,United Kingdom
537769,10120,PLANTINUM CREDIT CARD,12,12/8/10 12:17,0.21,15021,United Kingdom
545851,10120,PLANTINUM CREDIT CARD,8,3/7/11 13:45,0.21,15026,United Kingdom
545637,10120,PLANTINUM CREDIT CARD,11,3/4/11 12:16,0.21,15514,United Kingdom
545872,10120,PLANTINUM CREDIT CARD,8,3/7/11 14:51,0.21,15752,United Kingdom
553202,10120,PLANTINUM CREDIT CARD,1,5/15/11 16:02,0.21,15854,United Kingdom
577855,10120,PLANTINUM CREDIT CARD,1,11/22/11 11:18,0.21,15877,United Kingdom
579571,10120,PLANTINUM CREDIT CARD,4,11/30/11 11:48,0.21,16657,United Kingdom
572295,10120,PLANTINUM CREDIT CARD,5,10/23/11 13:49,0.21,16686,United Kingdom
580502,10120,PLANTINUM CREDIT CARD,6,12/4/11 13:15,0.21,16931,United Kingdom
565407,10120,PLANTINUM CREDIT CARD,3,9/4/11 11:00,0.21,16983,United Kingdom
536987,10120,PLANTINUM CREDIT CARD,2,12/3/10 14:54,0.21,17198,United Kingdom
574476,10120,PLANTINUM CREDIT CARD,2,11/4/11 12:20,0.21,17203,United Kingdom
569261,10120,PLANTINUM CREDIT CARD,5,10/3/11 11:34,0.21,17321,United Kingdom
564049,10120,PLANTINUM CREDIT CARD,30,8/22/11 13:30,0.21,17585,United Kingdom
562108,10120,PLANTINUM CREDIT CARD,5,8/2/11 15:40,0.21,17809,United Kingdom
568702,10120,PLANTINUM CREDIT CARD,1,9/28/11 15:18,0.21,17950,United Kingdom
536863,10120,PLANTINUM CREDIT CARD,1,12/3/10 11:19,0.21,17967,United Kingdom
559318,10120,PLANTINUM CREDIT CARD,5,7/7/11 14:08,0.21,18013,United Kingdom
574481,10120,PLANTINUM CREDIT CARD,20,11/4/11 12:45,0.21,18022,United Kingdom
553488,10120,PLANTINUM CREDIT CARD,2,5/17/11 12:40,0.21,18043,United Kingdom
571328,10125,GOLD CREDIT CARD,20,10/17/11 11:27,0.85,12473,Germany
540458,10125,GOLD CREDIT CARD,20,1/7/11 12:28,0.42,12501,Germany
581494,10125,GOLD CREDIT CARD,20,12/9/11 10:13,0.85,12518,Germany
540562,10125,GOLD CREDIT CARD,20,1/10/11 10:35,0.42,12524,Germany
549193,10125,GOLD CREDIT CARD,20,4/7/11 10:24,0.85,12580,Germany
564337,10125,GOLD CREDIT CARD,20,8/24/11 14:40,0.85,12649,Germany
576672,10125,GOLD CREDIT CARD,60,11/16/11 11:59,0.85,12731,France
540351,10125,GOLD CREDIT CARD,20,1/6/11 14:26,0.42,12735,France
538558,10125,GOLD CREDIT CARD,20,12/13/10 10:58,0.42,13069,United Kingdom
563744,10125,GOLD CREDIT CARD,20,8/19/11 9:35,0.85,13266,United Kingdom
568650,10125,GOLD CREDIT CARD,20,9/28/11 11:56,0.85,13505,Switzerland
554117,10125,GOLD CREDIT CARD,1,5/22/11 15:12,0.85,13758,United Kingdom
555579,10125,GOLD CREDIT CARD,1,6/5/11 16:02,0.85,13983,United Kingdom
548491,10125,GOLD CREDIT CARD,1,3/31/11 13:14,0.85,14064,United Kingdom
572558,10125,GOLD CREDIT CARD,20,10/25/11 8:26,0.85,14286,United Kingdom
540692,10125,GOLD CREDIT CARD,20,1/11/11 9:12,0.42,14320,United Kingdom
540595,10125,GOLD CREDIT CARD,20,1/10/11 11:35,0.42,14321,United Kingdom
568568,10125,GOLD CREDIT CARD,20,9/28/11 8:48,0.85,14412,United Kingdom
549262,10125,GOLD CREDIT CARD,1,4/7/11 12:38,0.85,14465,United Kingdom
545658,10125,GOLD CREDIT CARD,2,3/4/11 14:13,0.85,14670,United Kingdom
559979,10125,GOLD CREDIT CARD,20,7/14/11 11:20,0.85,14862,United Kingdom
551616,10125,GOLD CREDIT CARD,1,5/3/11 11:40,0.85,15048,United Kingdom
545661,10125,GOLD CREDIT CARD,20,3/4/11 14:41,0.85,15358,United Kingdom
550274,10125,GOLD CREDIT CARD,20,4/15/11 12:23,0.85,15498,United Kingdom
551391,10125,GOLD CREDIT CARD,1,4/28/11 12:06,0.85,15514,United Kingdom
547729,10125,GOLD CREDIT CARD,1,3/25/11 10:52,0.85,15529,United Kingdom
537689,10125,GOLD CREDIT CARD,20,12/8/10 10:36,0.85,15750,United Kingdom
552269,10125,GOLD CREDIT CARD,1,5/8/11 11:52,0.85,16121,United Kingdom
538896,10125,GOLD CREDIT CARD,20,12/15/10 9:09,0.42,16145,United Kingdom
565585,10125,GOLD CREDIT CARD,20,9/5/11 13:22,0.85,16172,United Kingdom
580419,10125,GOLD CREDIT CARD,6,12/4/11 12:08,0.85,16283,United Kingdom
559984,10125,GOLD CREDIT CARD,5,7/14/11 11:45,0.85,16657,United Kingdom
553385,10125,GOLD CREDIT CARD,1,5/16/11 15:53,0.85,16710,United Kingdom
537850,10125,GOLD CREDIT CARD,20,12/8/10 15:38,0.85,16722,United Kingdom
564300,10125,GOLD CREDIT CARD,5,8/24/11 11:31,0.85,16723,United Kingdom
560366,10125,GOLD CREDIT CARD,20,7/18/11 12:19,0.85,16859,United Kingdom
574530,10125,GOLD CREDIT CARD,2,11/4/11 14:07,0.85,16887,United Kingdom
537351,10125,GOLD CREDIT CARD,1,12/6/10 12:23,0.85,16898,United Kingdom
548308,10125,GOLD CREDIT CARD,4,3/30/11 12:00,0.85,17220,United Kingdom
552310,10125,GOLD CREDIT CARD,3,5/8/11 15:22,0.85,17323,United Kingdom
538991,10125,GOLD CREDIT CARD,60,12/15/10 11:53,0.42,17511,United Kingdom
556222,10125,GOLD CREDIT CARD,12,6/9/11 14:23,0.85,17522,United Kingdom
563034,10125,GOLD CREDIT CARD,40,8/11/11 14:53,0.85,17644,United Kingdom
541566,10125,GOLD CREDIT CARD,20,1/19/11 11:50,0.42,17722,United Kingdom
569897,10125,GOLD CREDIT CARD,3,10/6/11 16:01,0.85,17813,United Kingdom
558700,10125,GOLD CREDIT CARD,1,7/1/11 12:33,0.85,17920,United Kingdom
536464,10125,GOLD CREDIT CARD,2,12/1/10 12:23,0.85,17968,United Kingdom
558860,10125,GOLD CREDIT CARD,1,7/4/11 12:18,0.85,17975,United Kingdom
540263,10125,GOLD CREDIT CARD,40,1/6/11 10:03,0.42,18062,United Kingdom
550911,20725,TRAVEL CREDIT CARD,10,4/21/11 13:11,1.65,12354,Spain
545017,20725,TRAVEL CREDIT CARD,10,2/25/11 13:51,1.65,12361,Belgium
570667,20725,TRAVEL CREDIT CARD,10,10/11/11 14:33,1.65,12362,Belgium
570521,20725,TRAVEL CREDIT CARD,10,10/11/11 10:43,1.65,12371,Switzerland
562046,20725,TRAVEL CREDIT CARD,20,8/2/11 10:34,1.65,12378,Switzerland
567196,20725,TRAVEL CREDIT CARD,10,9/19/11 10:09,1.65,12379,Belgium
567928,20725,TRAVEL CREDIT CARD,10,9/22/11 17:31,1.65,12380,Belgium
577228,20725,TRAVEL CREDIT CARD,1,11/18/11 12:07,1.65,12391,Cyprus
568708,20725,TRAVEL CREDIT CARD,10,9/28/11 15:41,1.65,12393,Australia
561507,20725,TRAVEL CREDIT CARD,10,7/27/11 14:21,1.65,12397,Belgium
563172,20725,TRAVEL CREDIT CARD,30,8/12/11 13:15,1.65,12399,Belgium
576394,20725,TRAVEL CREDIT CARD,100,11/15/11 10:32,1.45,12415,Australia
547109,20725,TRAVEL CREDIT CARD,10,3/21/11 11:46,1.65,12423,Belgium
567929,20725,TRAVEL CREDIT CARD,10,9/22/11 17:31,1.65,12425,Portugal
563179,20725,TRAVEL CREDIT CARD,10,8/12/11 14:19,1.65,12431,Australia
556816,20725,TRAVEL CREDIT CARD,10,6/15/11 9:01,1.65,12437,France
571035,20725,TRAVEL CREDIT CARD,10,10/13/11 12:50,1.65,12446,RSA
577046,20725,TRAVEL CREDIT CARD,10,11/17/11 13:46,1.65,12449,Belgium
569653,20725,TRAVEL CREDIT CARD,20,10/5/11 12:52,1.65,12451,Switzerland
555470,20725,TRAVEL CREDIT CARD,10,6/3/11 11:33,1.65,12455,Spain
571328,20725,TRAVEL CREDIT CARD,10,10/17/11 11:27,1.65,12473,Germany
580752,20725,TRAVEL CREDIT CARD,10,12/6/11 9:56,1.65,12478,Greece
551278,20725,TRAVEL CREDIT CARD,10,4/27/11 13:13,1.65,12483,Sweden
557007,20725,TRAVEL CREDIT CARD,12,6/16/11 11:30,1.65,12484,Spain
577856,20725,TRAVEL CREDIT CARD,10,11/22/11 11:19,1.65,12490,France
554826,20725,TRAVEL CREDIT CARD,10,5/26/11 14:53,1.65,12493,France
554940,20725,TRAVEL CREDIT CARD,10,5/27/11 13:49,1.65,12494,France
540458,20725,TRAVEL CREDIT CARD,10,1/7/11 12:28,1.65,12501,Germany
546875,20725,TRAVEL CREDIT CARD,10,3/17/11 16:38,1.65,12514,Italy
568472,20725,TRAVEL CREDIT CARD,10,9/27/11 11:50,1.65,12517,Germany
553842,20725,TRAVEL CREDIT CARD,20,5/19/11 12:24,1.65,12524,Germany
562605,20725,TRAVEL CREDIT CARD,10,8/8/11 10:59,1.65,12530,Germany
561093,20725,TRAVEL CREDIT CARD,10,7/25/11 10:01,1.65,12540,Spain
576245,20725,TRAVEL CREDIT CARD,10,11/14/11 13:40,1.65,12553,France
558871,20725,TRAVEL CREDIT CARD,100,7/4/11 13:19,1.45,12557,Spain
576941,20725,TRAVEL CREDIT CARD,10,11/17/11 11:34,1.65,12562,France
576927,20725,TRAVEL CREDIT CARD,10,11/17/11 11:02,1.65,12567,France
541115,20725,TRAVEL CREDIT CARD,10,1/13/11 15:34,1.65,12578,Italy
552978,20725,TRAVEL CREDIT CARD,100,5/12/11 14:46,1.45,12590,Germany
568798,20725,TRAVEL CREDIT CARD,10,9/29/11 10:23,1.65,12615,France
578698,20725,TRAVEL CREDIT CARD,10,11/25/11 10:20,1.65,12620,France
560211,20725,TRAVEL CREDIT CARD,10,7/15/11 14:34,1.65,12621,Germany
563808,20725,TRAVEL CREDIT CARD,10,8/19/11 11:46,1.65,12626,Germany
569893,20725,TRAVEL CREDIT CARD,10,10/6/11 15:51,1.65,12627,Germany
569332,20725,TRAVEL CREDIT CARD,4,10/3/11 13:46,1.65,12637,France
550277,20725,TRAVEL CREDIT CARD,10,4/15/11 12:48,1.65,12639,Sweden
554363,20725,TRAVEL CREDIT CARD,10,5/24/11 10:19,1.65,12647,Germany
568645,20725,TRAVEL CREDIT CARD,30,9/28/11 11:38,1.65,12656,France
565239,20725,TRAVEL CREDIT CARD,10,9/2/11 9:51,1.65,12670,France
573153,20725,TRAVEL CREDIT CARD,80,10/28/11 7:39,1.65,12678,France
547327,20725,TRAVEL CREDIT CARD,10,3/22/11 11:28,1.65,12681,France
579708,20725,TRAVEL CREDIT CARD,10,11/30/11 14:16,1.65,12682,France
576087,20725,TRAVEL CREDIT CARD,10,11/14/11 8:31,1.65,12689,France
569568,20725,TRAVEL CREDIT CARD,10,10/5/11 9:57,1.65,12700,France
558881,20725,TRAVEL CREDIT CARD,10,7/4/11 14:36,1.65,12705,Germany
564372,20725,TRAVEL CREDIT CARD,30,8/25/11 9:55,1.65,12714,France
565760,20725,TRAVEL CREDIT CARD,10,9/6/11 13:47,1.65,12720,Germany
567618,20725,TRAVEL CREDIT CARD,10,9/21/11 12:26,1.65,12721,France
540835,20725,TRAVEL CREDIT CARD,10,1/11/11 15:00,1.65,12724,France
576672,20725,TRAVEL CREDIT CARD,20,11/16/11 11:59,1.65,12731,France
540351,20725,TRAVEL CREDIT CARD,10,1/6/11 14:26,1.65,12735,France
578814,20725,TRAVEL CREDIT CARD,3,11/25/11 13:40,1.65,12748,United Kingdom
C545446,20725,TRAVEL CREDIT CARD,-1,3/2/11 16:33,1.45,12753,Japan
575743,20725,TRAVEL CREDIT CARD,30,11/11/11 10:01,1.65,12757,Portugal
563241,20725,TRAVEL CREDIT CARD,20,8/15/11 10:22,1.65,12758,Portugal
580734,20725,TRAVEL CREDIT CARD,20,12/6/11 8:46,1.65,12766,Portugal
553045,20725,TRAVEL CREDIT CARD,50,5/13/11 9:33,1.65,12770,Japan
570499,20725,TRAVEL CREDIT CARD,10,10/11/11 9:19,1.65,12772,Portugal
538311,20725,TRAVEL CREDIT CARD,10,12/10/10 13:48,1.65,12785,Portugal
540519,20725,TRAVEL CREDIT CARD,20,1/9/11 12:12,1.65,12793,Portugal
545191,20725,TRAVEL CREDIT CARD,10,2/28/11 15:39,1.65,12811,Portugal
566580,20725,TRAVEL CREDIT CARD,10,9/13/11 13:46,1.65,12822,United Kingdom
560448,20725,TRAVEL CREDIT CARD,20,7/19/11 9:29,1.65,12840,United Kingdom
556906,20725,TRAVEL CREDIT CARD,10,6/15/11 13:07,1.65,12843,United Kingdom
561595,20725,TRAVEL CREDIT CARD,10,7/28/11 11:22,1.65,12853,United Kingdom
576062,20725,TRAVEL CREDIT CARD,3,11/13/11 15:30,1.65,12867,United Kingdom
548486,20725,TRAVEL CREDIT CARD,10,3/31/11 12:51,1.65,12909,United Kingdom
579843,20725,TRAVEL CREDIT CARD,40,11/30/11 16:21,1.65,12921,United Kingdom
549749,20725,TRAVEL CREDIT CARD,10,4/12/11 10:45,1.65,12928,United Kingdom
559903,20725,TRAVEL CREDIT CARD,10,7/13/11 13:16,1.65,12935,United Kingdom
578551,20725,TRAVEL CREDIT CARD,10,11/24/11 15:05,1.65,12937,United Kingdom
556125,20725,TRAVEL CREDIT CARD,10,6/9/11 10:20,1.65,12947,United Kingdom
570682,20725,TRAVEL CREDIT CARD,10,10/11/11 15:53,1.65,12948,United Kingdom
548648,20725,TRAVEL CREDIT CARD,10,4/1/11 13:20,1.65,12949,United Kingdom
552879,20725,TRAVEL CREDIT CARD,100,5/12/11 9:55,1.45,12976,United Kingdom
563013,20725,TRAVEL CREDIT CARD,10,8/11/11 12:01,1.65,12993,United Kingdom
558902,20725,TRAVEL CREDIT CARD,10,7/4/11 16:08,1.65,13001,United Kingdom
563567,20725,TRAVEL CREDIT CARD,10,8/17/11 14:44,1.65,13004,United Kingdom
562783,20725,TRAVEL CREDIT CARD,10,8/9/11 13:22,1.65,13018,United Kingdom
558085,20725,TRAVEL CREDIT CARD,10,6/26/11 11:53,1.65,13021,United Kingdom
571710,20725,TRAVEL CREDIT CARD,10,10/18/11 15:54,1.65,13032,United Kingdom
578809,20725,TRAVEL CREDIT CARD,10,11/25/11 13:23,1.65,13048,United Kingdom
537047,20725,TRAVEL CREDIT CARD,10,12/5/10 11:02,1.65,13069,United Kingdom
574328,20725,TRAVEL CREDIT CARD,30,11/4/11 9:05,1.65,13081,United Kingdom
580673,20725,TRAVEL CREDIT CARD,20,12/5/11 14:30,1.65,13089,United Kingdom
C545436,20725,TRAVEL CREDIT CARD,-1,3/2/11 15:52,1.65,13093,United Kingdom
581410,20725,TRAVEL CREDIT CARD,20,12/8/11 14:14,1.65,13098,United Kingdom
570509,20725,TRAVEL CREDIT CARD,10,10/11/11 10:16,1.65,13109,United Kingdom
C570221,20725,TRAVEL CREDIT CARD,-10,10/9/11 12:56,1.65,13113,United Kingdom
579134,20725,TRAVEL CREDIT CARD,20,11/28/11 12:38,1.65,13115,United Kingdom
566258,20725,TRAVEL CREDIT CARD,10,9/11/11 12:45,1.65,13124,United Kingdom
576774,20725,TRAVEL CREDIT CARD,10,11/16/11 13:21,1.65,13131,United Kingdom
552817,20725,TRAVEL CREDIT CARD,10,5/11/11 12:47,1.65,13136,United Kingdom
573347,20725,TRAVEL CREDIT CARD,3,10/30/11 12:26,1.65,13137,United Kingdom
550519,20725,TRAVEL CREDIT CARD,10,4/19/11 9:31,1.65,13141,United Kingdom
561686,20725,TRAVEL CREDIT CARD,10,7/29/11 8:29,1.65,13148,United Kingdom
560870,20725,TRAVEL CREDIT CARD,20,7/21/11 14:34,1.65,13157,United Kingdom
568527,20725,TRAVEL CREDIT CARD,20,9/27/11 13:21,1.65,13178,United Kingdom
553703,20725,TRAVEL CREDIT CARD,10,5/18/11 14:57,1.65,13192,United Kingdom
559095,20725,TRAVEL CREDIT CARD,10,7/6/11 10:49,1.65,13198,United Kingdom
575331,20725,TRAVEL CREDIT CARD,10,11/9/11 13:52,1.65,13209,United Kingdom
570448,20725,TRAVEL CREDIT CARD,10,10/10/11 14:55,1.65,13224,United Kingdom
549294,20725,TRAVEL CREDIT CARD,1,4/7/11 19:27,1.65,13230,United Kingdom
565324,20725,TRAVEL CREDIT CARD,1,9/2/11 13:18,1.65,13232,United Kingdom
573070,20725,TRAVEL CREDIT CARD,1,10/27/11 13:59,1.65,13263,United Kingdom
573814,20725,TRAVEL CREDIT CARD,5,11/1/11 11:31,1.65,13268,United Kingdom
562782,20725,TRAVEL CREDIT CARD,10,8/9/11 13:14,1.65,13280,United Kingdom
540993,20725,TRAVEL CREDIT CARD,10,1/13/11 9:23,1.65,13284,United Kingdom
558731,20725,TRAVEL CREDIT CARD,10,7/1/11 14:53,1.65,13285,United Kingdom
576633,20725,TRAVEL CREDIT CARD,20,11/16/11 9:27,1.65,13297,United Kingdom
543196,20725,TRAVEL CREDIT CARD,10,2/4/11 12:29,1.65,13309,United Kingdom
566087,20725,TRAVEL CREDIT CARD,10,9/9/11 10:24,1.65,13319,United Kingdom
542397,20725,TRAVEL CREDIT CARD,20,1/27/11 15:22,1.65,13328,United Kingdom
561647,20725,TRAVEL CREDIT CARD,100,7/28/11 15:20,1.45,13340,United Kingdom
562804,20725,TRAVEL CREDIT CARD,10,8/9/11 14:48,1.65,13355,United Kingdom
567504,20725,TRAVEL CREDIT CARD,10,9/20/11 14:33,1.65,13356,United Kingdom
566317,20725,TRAVEL CREDIT CARD,10,9/12/11 10:19,1.65,13375,United Kingdom
553921,20725,TRAVEL CREDIT CARD,20,5/20/11 9:08,1.65,13376,United Kingdom
561288,20725,TRAVEL CREDIT CARD,10,7/26/11 12:26,1.65,13379,United Kingdom
572871,20725,TRAVEL CREDIT CARD,30,10/26/11 13:24,1.65,13408,United Kingdom
564197,20725,TRAVEL CREDIT CARD,10,8/23/11 17:13,1.65,13425,United Kingdom
578243,20725,TRAVEL CREDIT CARD,10,11/23/11 12:33,1.65,13448,United Kingdom
562558,20725,TRAVEL CREDIT CARD,4,8/5/11 16:43,1.65,13451,United Kingdom
580317,20725,TRAVEL CREDIT CARD,20,12/2/11 15:29,1.65,13458,United Kingdom
565154,20725,TRAVEL CREDIT CARD,10,9/1/11 14:57,1.65,13470,United Kingdom
572294,20725,TRAVEL CREDIT CARD,10,10/23/11 13:10,1.65,13471,United Kingdom
573076,20725,TRAVEL CREDIT CARD,10,10/27/11 14:05,1.65,13488,United Kingdom
558639,20725,TRAVEL CREDIT CARD,20,7/1/11 8:55,1.65,13492,Switzerland
581167,20725,TRAVEL CREDIT CARD,10,12/7/11 14:52,1.65,13534,United Kingdom
549745,20725,TRAVEL CREDIT CARD,10,4/12/11 10:33,1.65,13577,United Kingdom
C560909,20725,TRAVEL CREDIT CARD,-1,7/21/11 17:56,1.65,13590,United Kingdom
555549,20725,TRAVEL CREDIT CARD,10,6/5/11 13:24,1.65,13637,United Kingdom
549711,20725,TRAVEL CREDIT CARD,10,4/11/11 14:07,1.65,13654,United Kingdom
C540417,20725,TRAVEL CREDIT CARD,-100,1/7/11 10:56,1.45,13680,United Kingdom
576179,20725,TRAVEL CREDIT CARD,100,11/14/11 11:09,1.45,13694,United Kingdom
C568830,20725,TRAVEL CREDIT CARD,-1,9/29/11 11:34,1.65,13725,United Kingdom
580527,20725,TRAVEL CREDIT CARD,2,12/4/11 15:19,1.65,13736,United Kingdom
543802,20725,TRAVEL CREDIT CARD,1,2/13/11 12:03,1.65,13742,United Kingdom
548555,20725,TRAVEL CREDIT CARD,10,4/1/11 9:21,1.65,13758,United Kingdom
549153,20725,TRAVEL CREDIT CARD,10,4/6/11 15:47,1.65,13771,United Kingdom
581583,20725,TRAVEL CREDIT CARD,40,12/9/11 12:23,1.45,13777,United Kingdom
565901,20725,TRAVEL CREDIT CARD,100,9/7/11 15:34,1.45,13798,United Kingdom
C561059,20725,TRAVEL CREDIT CARD,-100,7/24/11 13:26,1.45,13802,United Kingdom
543658,20725,TRAVEL CREDIT CARD,40,2/11/11 10:38,1.65,13819,United Kingdom
549735,20725,TRAVEL CREDIT CARD,10,4/12/11 8:42,1.65,13824,United Kingdom
572719,20725,TRAVEL CREDIT CARD,10,10/25/11 15:03,1.65,13871,United Kingdom
556104,20725,TRAVEL CREDIT CARD,10,6/8/11 16:34,1.65,13875,United Kingdom
568876,20725,TRAVEL CREDIT CARD,20,9/29/11 12:24,1.65,13881,United Kingdom
569460,20725,TRAVEL CREDIT CARD,10,10/4/11 11:33,1.65,13895,United Kingdom
576447,20725,TRAVEL CREDIT CARD,10,11/15/11 11:30,1.65,13949,United Kingdom
561079,20725,TRAVEL CREDIT CARD,2,7/24/11 16:12,1.65,13956,United Kingdom
564356,20725,TRAVEL CREDIT CARD,7,8/24/11 15:47,1.65,13969,United Kingdom
578696,20725,TRAVEL CREDIT CARD,10,11/25/11 10:02,1.65,13985,United Kingdom
578526,20725,TRAVEL CREDIT CARD,10,11/24/11 14:22,1.65,13995,United Kingdom
569731,20725,TRAVEL CREDIT CARD,10,10/6/11 9:48,1.65,13999,United Kingdom
564147,20725,TRAVEL CREDIT CARD,50,8/23/11 12:21,1.65,14004,United Kingdom
563371,20725,TRAVEL CREDIT CARD,10,8/16/11 9:39,1.65,14006,United Kingdom
560426,20725,TRAVEL CREDIT CARD,10,7/18/11 15:15,1.65,14038,United Kingdom
573354,20725,TRAVEL CREDIT CARD,50,10/30/11 12:42,1.65,14040,United Kingdom
564740,20725,TRAVEL CREDIT CARD,1,8/28/11 14:39,1.65,14044,United Kingdom
578233,20725,TRAVEL CREDIT CARD,10,11/23/11 12:20,1.65,14049,United Kingdom
581400,20725,TRAVEL CREDIT CARD,2,12/8/11 13:36,1.65,14056,United Kingdom
560580,20725,TRAVEL CREDIT CARD,60,7/19/11 15:23,1.45,14088,United Kingdom
